var_error,es_error,kurtosis,mean,w2,mean_error,var_of_returns_error,acf_returns_lag1,acf_returns_lag5,acf_returns_lag20,acf_abs_lag1,acf_abs_lag5,acf_abs_lag20,acf_sq_lag1,acf_sq_lag5,acf_sq_lag20,generation,seed,condition,alpha
0.002630540046169822,0.0032741118872550087,0.4940621235990603,-0.00011075168,0.0015321495871813556,0.00035951064488947505,3.444937388851602e-05,0.14590027726700325,-0.054179880691570655,0.07109794737110291,-0.01889958787279636,-0.019897659583379603,-0.014965593838150403,-0.01897654873474883,-0.0182811468939217,-0.01953085815773057,0,0,accumulation,0.9
0.002866347928271229,0.003479409152826969,0.7762966143587189,2.9995745e-06,0.0014215482811145478,0.00024575939038661655,1.9068967594887745e-06,0.14479314103168386,-0.0900053323138664,0.032923277517548005,0.013654209703673413,0.013725143460750181,-0.011373045666296523,0.013220983112493735,0.0035600184831742683,-0.017552703196965003,1,0,accumulation,0.9
0.004012184676454002,0.003461486781201069,1.0304738384991188,-0.00021453634,0.0015353817034202025,0.0004632953044758562,1.8365856558351623e-05,0.1589209147123896,-0.08617453107763816,0.07797564946793388,0.02429218333291538,0.029513961239482307,-0.050172088273759206,0.029807532795871384,0.017629068360239846,-0.05630859149251946,2,0,accumulation,0.9
0.003346158985719619,0.003768083760699932,0.4171350713218227,-0.0005961906,0.0016004327928798962,0.0008449495929791976,2.7094793804257022e-05,0.17845156634328777,-0.03269085637390356,0.03868840125527891,-0.008495996088435723,-0.0007234148779911502,0.004145256801086806,-0.021528529286515465,0.02868931736505359,-0.011909357553867028,3,0,accumulation,0.9
0.004290306188837228,0.0040975223576638145,-0.04859235067708445,0.00048350697,0.0017714720098115939,0.00023474800549117735,4.0057727201177584e-05,0.0658853289069853,0.04990481804875387,-0.019092452682292173,-0.013426478975340586,0.07778658332724572,-0.08195535172460702,-0.01159266295902602,0.08851175939613364,-0.08317027843354036,4,0,accumulation,0.9
0.0026973211511229847,0.0033059931641432685,-0.05959122359789104,0.0005816368,0.0009070303634100609,0.0003328778271996032,2.0067295590682732e-05,0.03327123070168688,0.09554633370227045,-0.04086256316343916,0.018821260358725465,0.07259096323625766,0.024984147116536102,0.018899823600416466,0.057155464021051205,0.029161785349798294,5,0,accumulation,0.9
0.0017949943735455845,0.0017786111032578392,0.08952796346484737,0.0012146025,0.0010649951894529956,0.0009658435316257726,8.364427085301684e-06,0.0019571618301901963,0.007892362595387978,-0.06965527097385177,-0.04483287848441969,0.042437761884017815,0.04133555885625093,-0.03588348113216473,0.0355272826090133,0.040621959913327704,6,0,accumulation,0.9
0.0022024053826188404,0.0022309991812321586,-0.032795807028657364,0.00087135157,0.0010843388173188482,0.0006225926059730898,1.9636340621194648e-05,-0.053661858796280215,0.07008025909834974,-0.08452721465412827,-0.07887957530010814,0.08290080351713322,0.038700404168938315,-0.08573737077894947,0.0831800292731624,0.023640817693634103,7,0,accumulation,0.9
0.003055276323780949,0.0026495727991673393,0.10294141980098681,0.00019138806,0.0009103358175780689,5.7370909749102984e-05,2.0038846596411275e-05,0.05099457769884192,0.12897119149577152,-0.10992651771573865,-0.004257444870856346,0.03128514478130012,0.0037110161376359054,-0.02578555155073678,0.05545571471235928,0.005229327399699838,8,0,accumulation,0.9
0.0013539607755100082,0.0006275113021943016,0.30473622895453545,0.000391256,0.0007370654204516312,0.00014249704111968985,1.4469435736804115e-05,-0.034049780554814967,0.11273147535286085,-0.09394386421758076,-0.05415698060447073,0.07144212824700726,0.011084224413575995,-0.06660313001765737,0.10115750454281218,0.014659276521314303,9,0,accumulation,0.9
