var_error,es_error,kurtosis,mean,w2,mean_error,var_of_returns_error,acf_returns_lag1,acf_returns_lag5,acf_returns_lag20,acf_abs_lag1,acf_abs_lag5,acf_abs_lag20,acf_sq_lag1,acf_sq_lag5,acf_sq_lag20,generation,seed,condition,alpha
0.006132172364924714,0.0034118128111159246,0.18477194575565736,-0.00078445324,0.0033443206461055736,0.0010052689978576027,5.524617441481929e-05,0.009196406341493801,0.023560462058013622,0.015104512980383327,0.022768176450815598,-0.01717678583454278,-0.008036176238350599,0.02490643795745313,-0.02007364780685673,-0.01187216141852181,0,0,accumulation,0.9
0.00513780726138191,0.0045959969153201025,0.2026189714919533,-0.00057163823,0.0033685152019261623,0.0007924539897314034,5.754942245333474e-05,-0.060920670081880075,0.05297269823719698,0.030419510400440202,-0.013840749312627984,-0.009573217498794211,-0.040782621940573915,-0.012207565429916085,-0.006842420207273194,-0.04302907283414604,1,0,accumulation,0.9
0.002898285668526457,0.007470386206129734,0.2868596839406683,-0.0007037969,0.0028437964424476467,0.0009246126793979429,2.5361037077559342e-05,-0.07965681503996212,0.01576144572206191,0.0805252711840003,-0.0027347364474505,-0.007797777391361601,-0.017419418354301417,-0.001810181901759761,-0.004545531958916187,-0.010964710446734008,2,0,accumulation,0.9
0.0010316436925871808,0.008703025161246006,0.6247684384658934,5.2008472e-05,0.0025331417440340146,0.00016880728816173448,1.8529029293162932e-05,-0.047114609482882125,-0.00075170888868196,0.051395888982175224,-0.01348948524753531,0.021019077220792524,0.0109071635294167,-0.026311679116999984,0.01055379451852387,0.013688191108101424,3,0,accumulation,0.9
4.5923721228406655e-05,0.009318972109774296,0.8309810993595179,0.00030239217,0.002193958907499911,8.15764140614547e-05,5.666789403008113e-06,-0.10929710578207007,0.05911128083755222,0.018538226285410266,0.038375800234897506,0.04862473728958054,-0.024573485769658565,0.019840028602169952,0.0435935017085783,-0.009280989726741006,4,0,accumulation,0.9
0.000205966439281266,0.009340768783310596,0.23631491341247468,0.00038860738,0.0024405649279188183,0.00016779162234601156,7.334633809691479e-06,-0.11226618456750502,0.05307761585770768,0.06451821968202517,0.03194727558098203,-0.05179757378160896,-0.0756632911274386,0.03760160396400198,-0.027928146813753194,-0.056329459344228325,5,0,accumulation,0.9
0.000479627233181755,0.009034549920777027,0.4817107796255953,0.0006558625,0.002277404990492931,0.0004350467423253931,6.417251969864776e-06,-0.1345581422437474,0.06201024725182647,0.016033423238788085,0.04034951061498084,-0.024754789726855044,-0.02890231836137329,0.024747467686344154,-0.02040355694031035,-0.003949411279528824,6,0,accumulation,0.9
0.0008442227357967347,0.008366333424071018,0.5170210318233197,8.805096e-05,0.0021336919647696466,0.00013276479893389566,3.6528537377623817e-06,-0.13738317755798707,0.020664031406084766,-0.04108375029360905,0.04863166418054558,-0.03269273812323612,-0.050843157637969906,0.05493861310496984,-0.05052401706046112,-0.02938651001122805,7,0,accumulation,0.9
0.001196596641276644,0.00876380699775571,0.22744971361032107,0.00016294487,0.0024158565111314493,5.787089338551684e-05,1.131077002285998e-05,-0.14262503324420045,0.039825746480331874,-0.002103544916698479,0.08232631430357082,0.01405596541623828,-0.006845293482865635,0.09615769749233904,-0.0009279504812336971,0.011696392462898903,8,0,accumulation,0.9
0.0009353850224955509,0.008478524266699497,0.5897401311244304,9.37281e-05,0.002192187181449423,0.0001270876602458529,6.307661496279945e-06,-0.1855150277785344,0.0507650565971624,0.013067143476966131,0.07999730460699102,0.01414992157630464,0.01474665459479389,0.10628433023894991,0.006989602126205988,0.010484133768635735,9,0,accumulation,0.9
0.00017489271256761196,0.009160848437765781,0.634220327822471,-0.00039174213,0.002384875175747617,0.0006125578876773588,6.873163473969509e-06,-0.17906810284582325,0.07114719827432484,0.03642405026888045,0.06641428917680664,0.04032465750517583,-0.07705102495505944,0.07356267651515992,0.0260168417303609,-0.06489456623835364,10,0,accumulation,0.9
3.818547334833583e-05,0.009176755427340214,0.9182281974620712,1.5121346e-05,0.0022158416255045315,0.0002056944142051734,8.542137183426132e-06,-0.16101332506227195,0.10651790880231579,0.0776337320272279,0.05958859064054798,-0.037395693561757926,-0.014081664873919479,0.062192529766140675,-0.050221446328252574,-0.007422768875269099,11,0,accumulation,0.9
